#Frequency (Hz), B_1re (), B_1im (), B_1dB (dB), B_1Ph (rad), Power (dBm)
8.4412000000e+09, -2.0403060000e-05, 1.0768550000e-04, -7.9203683431e+01, -4.5251396184e+00, -2.0000000000e+01
8.4413000000e+09, -3.2705060000e-05, -9.9016750000e-05, -7.9636131583e+01, -1.8898128304e+00, -2.0000000000e+01
8.4414000000e+09, -1.0720860000e-04, -4.9249530000e-06, -7.9386252230e+01, -3.0956868867e+00, -2.0000000000e+01
8.4415000000e+09, 1.0581890000e-04, -1.3026750000e-05, -7.9443413099e+01, -1.2248791765e-01, -2.0000000000e+01
8.4416000000e+09, -7.0337620000e-05, 8.2811860000e-05, -7.9279272047e+01, 2.2749224989e+00, -2.0000000000e+01
8.4417000000e+09, -9.5400100000e-05, 4.8314790000e-05, -7.9417449172e+01, 2.6728032960e+00, -2.0000000000e+01
8.4418000000e+09, -5.0038040000e-05, 9.5306890000e-05, -7.9360211697e+01, 2.0542591435e+00, -2.0000000000e+01
8.4419000000e+09, -9.3516760000e-05, -6.0357380000e-05, -7.9069848604e+01, 3.7147398851e+00, -2.0000000000e+01
8.4420000000e+09, 8.2560920000e-05, -7.3657000000e-05, -7.9121597166e+01, 5.5547223334e+00, -2.0000000000e+01
8.4421000000e+09, -3.8361500000e-05, 1.0391830000e-04, -7.9111335724e+01, 8.2076142036e+00, -2.0000000000e+01
8.4422000000e+09, -1.0683620000e-04, 2.7301570000e-05, -7.9150896635e+01, 9.1745863262e+00, -2.0000000000e+01
8.4423000000e+09, -6.9380670000e-05, 8.6421400000e-05, -7.9107190350e+01, 8.5304386104e+00, -2.0000000000e+01
8.4424000000e+09, 3.5947440000e-05, 1.0627190000e-04, -7.9001145096e+01, 7.5278044367e+00, -2.0000000000e+01
8.4425000000e+09, 5.1915280000e-05, 9.9495440000e-05, -7.8998177286e+01, 7.3730578900e+00, -2.0000000000e+01
8.4426000000e+09, -9.1368700000e-05, 6.0201750000e-05, -7.9218155155e+01, 8.8421798626e+00, -2.0000000000e+01
8.4427000000e+09, 6.2530930000e-05, 9.3724560000e-05, -7.8963874670e+01, 7.2656253686e+00, -2.0000000000e+01
8.4428000000e+09, -2.7511270000e-05, 1.0864650000e-04, -7.9009781376e+01, 8.1019868801e+00, -2.0000000000e+01
8.4429000000e+09, -1.1443810000e-04, -1.1263480000e-06, -7.8828166532e+01, 9.4346200643e+00, -2.0000000000e+01
8.4430000000e+09, -1.1539760000e-04, -1.8143410000e-05, -7.8650013352e+01, 9.5807265134e+00, -2.0000000000e+01
8.4431000000e+09, 8.4080150000e-06, 1.1187640000e-04, -7.9000769538e+01, 7.7789681514e+00, -2.0000000000e+01
8.4432000000e+09, -2.0878430000e-05, 1.1058320000e-04, -7.8974101355e+01, 8.0405879469e+00, -2.0000000000e+01
8.4433000000e+09, -1.0299070000e-04, -4.6901840000e-05, -7.8925571046e+01, 9.8521124416e+00, -2.0000000000e+01
8.4434000000e+09, 7.1738130000e-06, 1.1430110000e-04, -7.8821918023e+01, 7.7913014350e+00, -2.0000000000e+01
8.4435000000e+09, 9.3352710000e-05, 6.5123580000e-05, -7.8875354586e+01, 6.8923039730e+00, -2.0000000000e+01
8.4436000000e+09, 8.7329030000e-05, 7.4987290000e-05, -7.8778020464e+01, 6.9926943780e+00, -2.0000000000e+01
8.4437000000e+09, -6.0875390000e-05, 1.0097100000e-04, -7.8569553329e+01, 8.3965305712e+00, -2.0000000000e+01
8.4438000000e+09, -1.1306170000e-04, -2.6972160000e-05, -7.8693303326e+01, 9.6589622699e+00, -2.0000000000e+01
8.4439000000e+09, 1.1744900000e-04, -2.1888950000e-05, -7.8454727540e+01, 1.2382114676e+01, -2.0000000000e+01
8.4440000000e+09, 4.7719590000e-05, 1.1007360000e-04, -7.8418379121e+01, 1.3728098273e+01, -2.0000000000e+01
8.4441000000e+09, 8.2783580000e-05, 8.3164870000e-05, -7.8610813023e+01, 1.3354066415e+01, -2.0000000000e+01
8.4442000000e+09, -1.2069940000e-04, -1.1910120000e-05, -7.8323815371e+01, 1.5806320743e+01, -2.0000000000e+01
8.4443000000e+09, 1.2068770000e-04, 8.9701250000e-06, -7.8342814425e+01, 1.8923744608e+01, -2.0000000000e+01
8.4444000000e+09, 1.2053090000e-04, 1.6257780000e-06, -7.8377241932e+01, 1.8863043578e+01, -2.0000000000e+01
8.4445000000e+09, -9.1507020000e-05, 7.7740810000e-05, -7.8411200333e+01, 2.1286909336e+01, -2.0000000000e+01
8.4446000000e+09, 1.2033470000e-04, -4.4925750000e-06, -7.8386133309e+01, 1.8812239258e+01, -2.0000000000e+01
8.4447000000e+09, 7.4707140000e-05, 9.6457380000e-05, -7.8272458240e+01, 1.9761348807e+01, -2.0000000000e+01
8.4448000000e+09, -1.7952020000e-05, 1.2182090000e-04, -7.8192261300e+01, 2.0566663249e+01, -2.0000000000e+01
8.4449000000e+09, 1.0411600000e-04, 7.0960760000e-05, -7.7992706477e+01, 1.9447794998e+01, -2.0000000000e+01
8.4450000000e+09, 4.1276510000e-05, 1.1331960000e-04, -7.8372838254e+01, 2.0071040583e+01, -2.0000000000e+01
8.4451000000e+09, 1.1832610000e-04, 2.3984750000e-05, -7.8363516837e+01, 1.9049546684e+01, -2.0000000000e+01
8.4452000000e+09, -1.2565040000e-04, 1.3478080000e-05, -7.7967037410e+01, 2.1884290654e+01, -2.0000000000e+01
8.4453000000e+09, 7.7328790000e-05, 9.9301610000e-05, -7.8002297019e+01, 1.9758718257e+01, -2.0000000000e+01
8.4454000000e+09, 1.2738930000e-04, 3.2336110000e-05, -7.7626156891e+01, 1.9098142549e+01, -2.0000000000e+01
8.4455000000e+09, -1.2729630000e-04, -9.3863080000e-06, -7.7880135826e+01, 2.2064751282e+01, -2.0000000000e+01
8.4456000000e+09, 1.1049980000e-04, -6.8536420000e-05, -7.7719219739e+01, 2.4577572003e+01, -2.0000000000e+01
8.4457000000e+09, 8.6214660000e-05, 9.9338060000e-05, -7.7619283480e+01, 2.5988747808e+01, -2.0000000000e+01
8.4458000000e+09, 1.2841170000e-04, -2.6078020000e-05, -7.7652391187e+01, 2.4932384606e+01, -2.0000000000e+01
8.4459000000e+09, 7.1829890000e-05, -1.1502660000e-04, -7.7354028781e+01, 2.4120158181e+01, -2.0000000000e+01
8.4460000000e+09, 1.3449420000e-04, 2.8671820000e-05, -7.7232909460e+01, 2.5342779616e+01, -2.0000000000e+01
8.4461000000e+09, -7.2548930000e-05, -1.1331550000e-04, -7.7422314615e+01, 2.2992462631e+01, -2.0000000000e+01
8.4462000000e+09, 1.3541320000e-04, 2.1120150000e-05, -7.7262397706e+01, 2.5287462853e+01, -2.0000000000e+01
8.4463000000e+09, -1.3627220000e-04, -2.1956400000e-05, -7.7200549595e+01, 2.2150897286e+01, -2.0000000000e+01
8.4464000000e+09, 1.0243530000e-04, -1.0389460000e-04, -7.6718839364e+01, 2.4340270529e+01, -2.0000000000e+01
8.4465000000e+09, 1.2399040000e-04, -7.1320250000e-05, -7.6890901815e+01, 2.4610750767e+01, -2.0000000000e+01
8.4466000000e+09, 8.6893370000e-05, -1.1816980000e-04, -7.6672675438e+01, 2.4195988555e+01, -2.0000000000e+01
8.4467000000e+09, 1.4044350000e-04, -4.9478940000e-05, -7.6541845099e+01, 2.4794014481e+01, -2.0000000000e+01
8.4468000000e+09, 8.3048850000e-05, -1.3024620000e-04, -7.6223080085e+01, 2.4129574767e+01, -2.0000000000e+01
8.4469000000e+09, 1.0019860000e-04, -1.1667100000e-04, -7.6261343022e+01, 2.4271533309e+01, -2.0000000000e+01
8.4470000000e+09, 1.3533040000e-04, -6.3798510000e-05, -7.6500513012e+01, 2.4692211536e+01, -2.0000000000e+01
8.4471000000e+09, 6.0471410000e-05, -1.4241860000e-04, -7.6208785923e+01, 2.3963479508e+01, -2.0000000000e+01
8.4472000000e+09, 5.4546080000e-05, -1.4186590000e-04, -7.6363653015e+01, 2.3929009873e+01, -2.0000000000e+01
8.4473000000e+09, 1.0870160000e-04, -1.0763150000e-04, -7.6307734221e+01, 2.4352289563e+01, -2.0000000000e+01
8.4474000000e+09, -6.5927600000e-05, -1.2960840000e-04, -7.6747967101e+01, 2.3091387242e+01, -2.0000000000e+01
8.4475000000e+09, 8.7274840000e-05, -1.2472260000e-04, -7.6350247731e+01, 2.4172504141e+01, -2.0000000000e+01
8.4476000000e+09, 9.6978400000e-05, 1.1615840000e-04, -7.6402103399e+01, 2.6007886806e+01, -2.0000000000e+01
8.4477000000e+09, 3.6292330000e-05, -1.5120640000e-04, -7.6165345683e+01, 2.3797507354e+01, -2.0000000000e+01
8.4478000000e+09, -2.4401400000e-05, -1.5349100000e-04, -7.6169944792e+01, 2.3404288145e+01, -2.0000000000e+01
8.4479000000e+09, 1.0414990000e-04, 1.2193380000e-04, -7.5898125720e+01, 2.5996638445e+01, -2.0000000000e+01
8.4480000000e+09, -3.0087470000e-05, 1.6231390000e-04, -7.5646166322e+01, 2.6886823137e+01, -2.0000000000e+01
8.4481000000e+09, 8.3728450000e-05, -1.4140570000e-04, -7.5685393293e+01, 2.4096546508e+01, -2.0000000000e+01
8.4482000000e+09, -2.6006930000e-05, -1.6666830000e-04, -7.5458462539e+01, 2.3407153112e+01, -2.0000000000e+01
8.4483000000e+09, 7.8550360000e-06, 1.7389480000e-04, -7.5185415615e+01, 2.0375211738e+01, -2.0000000000e+01
8.4484000000e+09, -3.2034040000e-05, -1.7754860000e-04, -7.4874532089e+01, 2.3383441238e+01, -2.0000000000e+01
8.4485000000e+09, 1.3014420000e-04, -1.2832640000e-04, -7.4761862133e+01, 2.4354375858e+01, -2.0000000000e+01
8.4486000000e+09, -1.1448100000e-04, -1.5151650000e-04, -7.4429363522e+01, 2.2914889866e+01, -2.0000000000e+01
8.4487000000e+09, 7.1724060000e-05, -1.8204500000e-04, -7.4169744930e+01, 2.3937260247e+01, -2.0000000000e+01
8.4488000000e+09, -5.2749280000e-05, -1.9238060000e-04, -7.4001956995e+01, 2.3294329754e+01, -2.0000000000e+01
8.4489000000e+09, 2.5354660000e-05, -2.0675390000e-04, -7.3626100101e+01, 2.3683967727e+01, -2.0000000000e+01
8.4490000000e+09, 1.2837560000e-04, -1.6688400000e-04, -7.3532967420e+01, 2.4217652922e+01, -2.0000000000e+01
8.4491000000e+09, 6.8984190000e-05, -2.0580420000e-04, -7.3268482967e+01, 2.3885368496e+01, -2.0000000000e+01
8.4492000000e+09, -1.0262450000e-04, -1.9859800000e-04, -7.3012649812e+01, 2.3084991301e+01, -2.0000000000e+01
8.4493000000e+09, 2.2790370000e-04, 4.4406460000e-05, -7.2683143137e+01, 2.5325177562e+01, -2.0000000000e+01
8.4494000000e+09, -6.8675120000e-05, -2.2683510000e-04, -7.2504922151e+01, 2.3267963881e+01, -2.0000000000e+01
8.4495000000e+09, -1.7837820000e-04, -1.7581170000e-04, -7.2025348476e+01, 2.2769300752e+01, -2.0000000000e+01
8.4496000000e+09, -6.0444640000e-05, -2.4381400000e-04, -7.1999787548e+01, 2.3318931515e+01, -2.0000000000e+01
8.4497000000e+09, -2.1376920000e-04, -1.5231440000e-04, -7.1618000204e+01, 2.2610226560e+01, -2.0000000000e+01
8.4498000000e+09, -2.3443270000e-04, -1.2894090000e-04, -7.1451813286e+01, 2.2494001332e+01, -2.0000000000e+01
8.4499000000e+09, -2.6060360000e-04, -9.2318170000e-05, -7.1166970435e+01, 2.2331602323e+01, -2.0000000000e+01
8.4500000000e+09, -2.8751680000e-04, 1.5583180000e-07, -7.0826734200e+01, 2.1990606583e+01, -2.0000000000e+01
8.4501000000e+09, -2.7469250000e-04, -1.0326610000e-04, -7.0648967002e+01, 2.2350737364e+01, -2.0000000000e+01
8.4502000000e+09, -2.9586260000e-04, -8.4297200000e-05, -7.0239220745e+01, 2.2268713828e+01, -2.0000000000e+01
8.4503000000e+09, -3.0472900000e-04, -8.4752010000e-05, -6.9998147407e+01, 2.2262415483e+01, -2.0000000000e+01
8.4504000000e+09, -3.1014720000e-04, -8.0026770000e-05, -6.9888713931e+01, 2.2243668942e+01, -2.0000000000e+01
8.4505000000e+09, -3.2795540000e-04, 4.0581470000e-05, -6.9617709980e+01, 2.1868033580e+01, -2.0000000000e+01
8.4506000000e+09, -3.2232020000e-04, -9.4244190000e-05, -6.9477976441e+01, 2.2275611999e+01, -2.0000000000e+01
8.4507000000e+09, -3.4893960000e-04, 1.4086790000e-05, -6.9137922627e+01, 2.1950800203e+01, -2.0000000000e+01
8.4508000000e+09, -3.1910010000e-04, 1.6147360000e-04, -6.8931342185e+01, 2.1522690167e+01, -2.0000000000e+01
8.4509000000e+09, -3.3464230000e-04, 1.3316410000e-04, -6.8869992655e+01, 2.1612428238e+01, -2.0000000000e+01
8.4510000000e+09, -3.3705920000e-04, 1.4145850000e-04, -6.8741304453e+01, 2.1593788860e+01, -2.0000000000e+01
8.4511000000e+09, -3.2687250000e-04, 1.8000960000e-04, -6.8562076426e+01, 2.1487765949e+01, -2.0000000000e+01
8.4512000000e+09, -2.9921920000e-04, 2.1715200000e-04, -6.8642724046e+01, 2.1363362823e+01, -2.0000000000e+01
8.4513000000e+09, -2.1498110000e-04, 3.0166840000e-04, -6.8625803793e+01, 2.1039511445e+01, -2.0000000000e+01
8.4514000000e+09, -2.3118550000e-04, 2.8670100000e-04, -6.8675987753e+01, 2.1098961935e+01, -2.0000000000e+01
8.4515000000e+09, -2.9432080000e-04, 2.1235480000e-04, -6.8803506044e+01, 2.1366133108e+01, -2.0000000000e+01
8.4516000000e+09, -2.3002060000e-04, 2.8043070000e-04, -6.8809063285e+01, 2.1107313649e+01, -2.0000000000e+01
8.4517000000e+09, -2.2231410000e-04, 2.7461650000e-04, -6.9036539591e+01, 2.1100885582e+01, -2.0000000000e+01
8.4518000000e+09, -1.7699270000e-04, 2.9744910000e-04, -6.9215345435e+01, 2.0957113201e+01, -2.0000000000e+01
8.4519000000e+09, -1.5790560000e-04, 2.9677180000e-04, -6.9468920417e+01, 2.0909331347e+01, -2.0000000000e+01
8.4520000000e+09, 1.3327480000e-05, 3.3091100000e-04, -6.9598737000e+01, 2.0380098884e+01, -2.0000000000e+01
8.4521000000e+09, -6.5023920000e-05, 3.1467200000e-04, -6.9861243347e+01, 2.0624124493e+01, -2.0000000000e+01
8.4522000000e+09, -1.6853450000e-05, 3.1354720000e-04, -7.0061412086e+01, 2.0474051491e+01, -2.0000000000e+01
8.4523000000e+09, 8.0548670000e-05, 2.8708810000e-04, -7.0510607936e+01, 2.0146813894e+01, -2.0000000000e+01
8.4524000000e+09, 3.3701930000e-05, 2.8961760000e-04, -7.0705086588e+01, 2.0304506279e+01, -2.0000000000e+01
8.4525000000e+09, 1.2236020000e-04, 2.5243760000e-04, -7.1040431451e+01, 1.9969007533e+01, -2.0000000000e+01
8.4526000000e+09, 2.0881470000e-04, 1.7699640000e-04, -7.1253367063e+01, 1.9552669113e+01, -2.0000000000e+01
8.4527000000e+09, 1.4843210000e-05, 2.6174030000e-04, -7.1628643633e+01, 2.0363703239e+01, -2.0000000000e+01
8.4528000000e+09, 1.4331940000e-04, 2.1205960000e-04, -7.1836942279e+01, 1.9826022368e+01, -2.0000000000e+01
8.4529000000e+09, -2.0185750000e-04, 1.3797470000e-04, -7.2234188944e+01, 2.1391565268e+01, -2.0000000000e+01
8.4530000000e+09, 9.0387840000e-05, 2.2412830000e-04, -7.2335614494e+01, 2.0037016194e+01, -2.0000000000e+01
8.4531000000e+09, 1.8513760000e-04, 1.4335130000e-04, -7.2610171918e+01, 1.9508426001e+01, -2.0000000000e+01
8.4532000000e+09, 1.7445450000e-05, 2.2442730000e-04, -7.2952323250e+01, 2.0342775059e+01, -2.0000000000e+01
8.4533000000e+09, 1.1622990000e-04, 1.8674680000e-04, -7.3153004120e+01, 1.9863629831e+01, -2.0000000000e+01
8.4534000000e+09, 1.2106690000e-04, 1.7575280000e-04, -7.3415474603e+01, 1.9817150375e+01, -2.0000000000e+01
8.4535000000e+09, -1.0729740000e-04, 1.7695830000e-04, -7.3682826306e+01, 2.0965422561e+01, -2.0000000000e+01
8.4536000000e+09, 1.7470170000e-04, 1.0533850000e-04, -7.3807304446e+01, 1.9392150574e+01, -2.0000000000e+01
8.4537000000e+09, 1.8625750000e-04, 6.2144430000e-05, -7.4139329621e+01, 1.9171589589e+01, -2.0000000000e+01
8.4538000000e+09, 1.2319070000e-04, 1.4996410000e-04, -7.4240599544e+01, 1.9732657487e+01, -2.0000000000e+01
8.4539000000e+09, 1.8934850000e-04, 3.5793450000e-05, -7.4302279685e+01, 1.9036386103e+01, -2.0000000000e+01
8.4540000000e+09, 1.6572420000e-04, 7.8385720000e-05, -7.4735465858e+01, 1.9291362166e+01, -2.0000000000e+01
8.4541000000e+09, 1.2986230000e-04, 1.2991990000e-04, -7.4718111936e+01, 1.9635175809e+01, -2.0000000000e+01
8.4542000000e+09, 1.7508690000e-04, 3.2768640000e-05, -7.4985407913e+01, 1.9034571954e+01, -2.0000000000e+01
8.4543000000e+09, 1.5391550000e-04, -8.5302110000e-05, -7.5091088443e+01, 1.8343483226e+01, -2.0000000000e+01
8.4544000000e+09, 1.2609560000e-04, -1.1194880000e-04, -7.5461829029e+01, 1.8123517191e+01, -2.0000000000e+01
8.4545000000e+09, 1.1288730000e-04, 1.2395040000e-04, -7.5511817337e+01, 1.9681631890e+01, -2.0000000000e+01
8.4546000000e+09, 7.0978840000e-05, -1.4770050000e-04, -7.5710001784e+01, 1.7726733989e+01, -2.0000000000e+01
8.4547000000e+09, 1.3707060000e-04, -8.5219990000e-05, -7.5841790007e+01, 1.8293316333e+01, -2.0000000000e+01
8.4548000000e+09, 1.4144420000e-04, -7.5325360000e-05, -7.5903986967e+01, 1.8360212779e+01, -2.0000000000e+01
8.4549000000e+09, -2.7508230000e-05, 1.5201160000e-04, -7.6222525876e+01, 2.0599376246e+01, -2.0000000000e+01
8.4550000000e+09, -1.4997920000e-04, 3.9240060000e-05, -7.6191822059e+01, 2.1735248082e+01, -2.0000000000e+01
8.4551000000e+09, 1.3995510000e-04, -5.6541880000e-05, -7.6423621327e+01, 2.4748791219e+01, -2.0000000000e+01
8.4552000000e+09, 1.2864020000e-04, 7.2323200000e-05, -7.6619631356e+01, 2.5644912687e+01, -2.0000000000e+01
8.4553000000e+09, 1.3905290000e-04, -5.7494880000e-05, -7.6450972938e+01, 2.4740672823e+01, -2.0000000000e+01
8.4554000000e+09, 9.4074040000e-05, 1.1130920000e-04, -7.6728523782e+01, 2.6001860308e+01, -2.0000000000e+01
8.4555000000e+09, 1.3423770000e-04, 4.1224500000e-05, -7.7051102787e+01, 2.5430699686e+01, -2.0000000000e+01
8.4556000000e+09, 8.1669210000e-05, -1.1080340000e-04, -7.7224537386e+01, 2.4197115510e+01, -2.0000000000e+01
8.4557000000e+09, 1.3784190000e-04, 3.4023320000e-05, -7.6955530827e+01, 2.5374732803e+01, -2.0000000000e+01
8.4558000000e+09, 2.4473270000e-05, -1.3500990000e-04, -7.7252277806e+01, 2.3741267893e+01, -2.0000000000e+01
8.4559000000e+09, 8.6429350000e-05, -1.0230800000e-04, -7.7462511747e+01, 2.4263409783e+01, -2.0000000000e+01
8.4560000000e+09, 6.0172120000e-05, 1.1760490000e-04, -7.7581648362e+01, 2.6230616320e+01, -2.0000000000e+01
8.4561000000e+09, 7.5955110000e-05, -1.1076980000e-04, -7.7437844760e+01, 2.4163010525e+01, -2.0000000000e+01
8.4562000000e+09, -1.8142850000e-05, 1.2952360000e-04, -7.7668635675e+01, 2.6842705780e+01, -2.0000000000e+01
8.4563000000e+09, 9.8743640000e-05, 8.0592310000e-05, -7.7892688725e+01, 2.5817268788e+01, -2.0000000000e+01
8.4564000000e+09, 3.9022720000e-05, -1.2301230000e-04, -7.7784606140e+01, 2.3869129645e+01, -2.0000000000e+01
8.4565000000e+09, -8.3283900000e-06, 1.2602570000e-04, -7.7971892385e+01, 2.6769526459e+01, -2.0000000000e+01
8.4566000000e+09, 3.3105880000e-05, -1.1947930000e-04, -7.8132893329e+01, 2.3832248160e+01, -2.0000000000e+01
8.4567000000e+09, 1.2405950000e-04, 1.5394220000e-05, -7.8061037797e+01, 2.5256197556e+01, -2.0000000000e+01
8.4568000000e+09, -9.1546300000e-05, 8.5123720000e-05, -7.8061307035e+01, 2.7525273253e+01, -2.0000000000e+01
8.4569000000e+09, 1.0879970000e-04, 6.0067220000e-05, -7.8111995567e+01, 2.5637187585e+01, -2.0000000000e+01
8.4570000000e+09, 8.6898030000e-05, 8.5110510000e-05, -7.8298830776e+01, 2.5907747724e+01, -2.0000000000e+01
8.4571000000e+09, 1.0327260000e-04, -6.1318860000e-05, -7.8408771783e+01, 2.4596924595e+01, -2.0000000000e+01
8.4572000000e+09, -1.0757530000e-04, 5.2075770000e-05, -7.8451400951e+01, 2.1540312474e+01, -2.0000000000e+01
8.4573000000e+09, -4.2523280000e-05, 1.1232300000e-04, -7.8408936418e+01, 2.0782258150e+01, -2.0000000000e+01
8.4574000000e+09, 1.1307870000e-04, -3.6944300000e-05, -7.8491921938e+01, 1.8533775304e+01, -2.0000000000e+01
8.4575000000e+09, 8.2658880000e-05, 8.7173680000e-05, -7.8406812760e+01, 1.9661531656e+01, -2.0000000000e+01
8.4576000000e+09, 1.1624870000e-04, 7.7093770000e-06, -7.8673179197e+01, 1.8915776917e+01, -2.0000000000e+01
8.4577000000e+09, 9.7923560000e-05, -6.6914280000e-05, -7.8518125764e+01, 1.8250104499e+01, -2.0000000000e+01
8.4578000000e+09, 6.7424490000e-05, -9.5819730000e-05, -7.8624091010e+01, 1.7891937566e+01, -2.0000000000e+01
8.4579000000e+09, -1.1035040000e-04, -2.6784870000e-05, -7.8895907769e+01, 1.5946083831e+01, -2.0000000000e+01
8.4580000000e+09, 9.6380780000e-05, 5.7029330000e-05, -7.9016470812e+01, 1.3100671141e+01, -2.0000000000e+01
8.4581000000e+09, -2.0253660000e-05, -1.1024180000e-04, -7.9008905585e+01, 1.0813880126e+01, -2.0000000000e+01
8.4582000000e+09, 1.1332030000e-04, 9.1892340000e-06, -7.8885381192e+01, 1.2647284371e+01, -2.0000000000e+01
8.4583000000e+09, 1.0432970000e-04, -3.9683720000e-05, -7.9044999455e+01, 1.2202901737e+01, -2.0000000000e+01
8.4584000000e+09, 3.4380170000e-05, -1.0180040000e-04, -7.9375941182e+01, 1.1321268858e+01, -2.0000000000e+01
8.4585000000e+09, 1.0579690000e-04, 2.0609320000e-05, -7.9348787912e+01, 1.2758761975e+01, -2.0000000000e+01
8.4586000000e+09, -7.6818480000e-05, 8.2164530000e-05, -7.8978377666e+01, 1.4888951221e+01, -2.0000000000e+01
8.4587000000e+09, -9.7225230000e-06, -1.0949820000e-04, -7.9177755095e+01, 1.7190200216e+01, -2.0000000000e+01
8.4588000000e+09, 6.0785290000e-05, -8.9217380000e-05, -7.9335029116e+01, 1.7876836064e+01, -2.0000000000e+01
8.4589000000e+09, 7.5054660000e-06, -1.0940810000e-04, -7.9198620312e+01, 1.7347252928e+01, -2.0000000000e+01
8.4590000000e+09, 8.3748220000e-05, 6.3980240000e-05, -7.9543940214e+01, 1.9501931350e+01, -2.0000000000e+01
8.4591000000e+09, 9.8571050000e-05, -5.0112380000e-05, -7.9126622387e+01, 1.8379220121e+01, -2.0000000000e+01
8.4592000000e+09, -9.3008070000e-05, -5.7217140000e-05, -7.9235670263e+01, 1.6259473222e+01, -2.0000000000e+01
8.4593000000e+09, -8.4347570000e-05, -6.9221410000e-05, -7.9242298844e+01, 1.6395180627e+01, -2.0000000000e+01
8.4594000000e+09, -1.0294500000e-04, -3.0686720000e-05, -7.9378187363e+01, 1.5997665466e+01, -2.0000000000e+01
8.4595000000e+09, -3.5828650000e-05, -9.9784530000e-05, -7.9492087837e+01, 1.6934036268e+01, -2.0000000000e+01
8.4596000000e+09, 1.4896490000e-05, -1.0544880000e-04, -7.9453350616e+01, 1.7419098469e+01, -2.0000000000e+01
8.4597000000e+09, -9.6962020000e-05, -4.5242270000e-05, -7.9412515512e+01, 1.6144533916e+01, -2.0000000000e+01
8.4598000000e+09, 8.0952150000e-05, -7.2703280000e-05, -7.9266843370e+01, 1.8117790482e+01, -2.0000000000e+01
8.4599000000e+09, 7.8414460000e-06, -1.0570140000e-04, -7.9494549789e+01, 1.7352808836e+01, -2.0000000000e+01
8.4600000000e+09, -6.8489480000e-05, -8.0346970000e-05, -7.9528636437e+01, 1.6572861438e+01, -2.0000000000e+01

8.4400000000e+09, -7.6846820000e-05, -6.4252200000e-05, -7.9985354710e+01, -2.4452194160e+00, -2.0000000000e+01
8.4401000000e+09, 1.0154240000e-04, -8.9508500000e-06, -7.9833436284e+01, -8.7921637747e-02, -2.0000000000e+01
